,FIYAT,IL,ILCE,MAHALLE,ARSA_TIPI,METREKARE,TAPU_DURUMU,METREKARE_BIRIM_FIYAT,PARSEL,TAKAS_BILINMIYOR,TAKAS_EVET,TAKAS_HAYIR,KAT_KARSILIGI_EVET,KAT_KARSILIGI_HAYIR,KREDIYE_UYGUNLUK_BILINMIYOR,KREDIYE_UYGUNLUK_UYGUN,KREDIYE_UYGUNLUK_UYGUN DEGIL
2021,210000,TEKIRDAG,MARMARAEREGLISI,YENICIFTLIK,I_K,317,MUSTAKIL PARSEL,662.0,8.0,0,0,1,0,1,0,1,0
2022,280000,TEKIRDAG,MURATLI,INANLI,OZEL_K,7100,HISSELI TAPU,222.5,282.0,0,0,1,0,1,0,1,0
2024,890000,BURSA,KARACABEY,SIRABADEMLER,TARLA,14995,MUSTAKIL PARSEL,516.95,53.0,0,0,1,0,1,1,0,0
2025,380000,IZMIR,SELCUK,ATATURK,BAHCE,140,MUSTAKIL PARSEL,45053.4,7.0,0,0,1,0,1,0,1,0
2026,950000,MUGLA,KOYCEGIZ,TOPARLAR,I_K,1290,MUSTAKIL PARSEL,7364.0,1.0,0,0,1,0,1,0,1,0
2027,295000,CANAKKALE,EZINE,KIZILKOY,TARLA,18000,MUSTAKIL PARSEL,1654.1666666666667,205.25,1,0,0,0,1,1,0,0
2028,620000,ANKARA,CANKAYA,BEYTEPE,I_K,495,MUSTAKIL PARSEL,1252.0,7.0,0,0,1,0,1,0,1,0
2029,670000,CANAKKALE,MERKEZ,SARAYCIK,TARLA,7700,MUSTAKIL PARSEL,85.0,331.3333333333333,0,0,1,0,1,1,0,0
2030,48000,ANKARA,GOLBASI,IKIZCE,BAHCE,500,MUSTAKIL PARSEL,3848.1353333333336,297.949494949495,1,0,0,0,1,1,0,0
2035,185000,IZMIR,KEMALPASA,YESILKOY,ZEYTINLIK,2200,MUSTAKIL PARSEL,129.33333333333334,365.1666666666667,1,0,0,0,1,1,0,0
2036,140000,BALIKESIR,KARESI,KOTEYLI,TARLA,1135,MUSTAKIL PARSEL,105.0,89.66666666666667,0,1,0,0,1,1,0,0
2038,147500,MANISA,AKHISAR,ATATURK,I_K,86,MUSTAKIL PARSEL,516.95,54.0,0,1,0,0,1,0,1,0
2039,950000,KONYA,SELCUKLU,DAGDERE,BAHCE,11800,MUSTAKIL PARSEL,3362.5,919.8333333333334,0,0,1,0,1,0,1,0
2041,300000,IZMIR,KARABURUN,TEPEBOZ,TARLA,3073,MUSTAKIL PARSEL,130.0,774.0,0,0,1,0,1,0,1,0
2042,75000,CANAKKALE,EZINE,GEYIKLI (CUMHURIYET),ZEYTINLIK,1200,MUSTAKIL PARSEL,672.4,277.0,0,1,0,0,1,0,1,0
2043,250000,KOCAELI,KANDIRA,SARNICLAR,I_K,3150,MUSTAKIL PARSEL,516.95,37.0,0,1,0,0,1,0,1,0
2044,600000,MUGLA,MENTESE,DAGPINAR,TARLA,5532,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,1,0,0
2046,145000,CANAKKALE,BAYRAMIC,CAMIKEBIR,BAG,9600,MUSTAKIL PARSEL,32.0,825.0,1,0,0,0,1,1,0,0
2047,1200000,ISTANBUL,CATALCA,AKALAN,I_K,4800,MUSTAKIL PARSEL,250.0,151.8,0,0,1,0,1,1,0,0
2048,135000,ANKARA,ALTINDAG,GICIK,BAHCE,912,HISSELI TAPU,516.95,89.66666666666667,0,0,1,0,1,0,0,1
2049,95000,ANKARA,MAMAK,KIBRISKOY,I_K,100,HISSELI TAPU,950.0,126.44444444444444,0,0,1,0,1,0,1,0
2050,150000,ANKARA,KECIOREN,HISAR,I_K,700,MUSTAKIL PARSEL,469.6666666666667,2.3636363636363638,0,1,0,1,0,0,1,0
2052,450000,MERSIN(ICEL),YENISEHIR,DEGIRMENCAY,BAHCE,5637,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,0,1
2054,135000,DUZCE,KAYNASLI,KARACALI,I_K,553,MUSTAKIL PARSEL,470.0,18.0,0,0,1,0,1,0,1,0
2055,80000,USAK,ULUBEY,ASAGI,TARLA,4069,MUSTAKIL PARSEL,16.0,1.0,0,0,1,0,1,0,1,0
2056,200000,IZMIR,KEMALPASA,YUKARIKIZILCA MERKEZ,BAHCE,1063,MUSTAKIL PARSEL,940.0,5.5,1,0,0,0,1,1,0,0
2058,670000,KONYA,SELCUKLU,SILLE,I_T,95,MUSTAKIL PARSEL,7000.0,3.0,0,1,0,1,0,0,1,0
2059,300000,MUGLA,KOYCEGIZ,BEYOBASI,I_K,988,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
2060,220000,ANTALYA,DOSEMEALTI,YENIKOY,I_K,308,MUSTAKIL PARSEL,76.66666666666667,59.666666666666664,1,0,0,0,1,1,0,0
2061,355000,DENIZLI,BULDAN,TURAN,BAHCE,5716,MUSTAKIL PARSEL,60.0,89.66666666666667,0,0,1,0,1,0,1,0
2062,580000,BALIKESIR,ALTIEYLUL,HALALCA,I_K,600,MUSTAKIL PARSEL,604.6363636363636,300.0,0,0,1,0,1,0,1,0
2064,115000,BALIKESIR,EDREMIT,AKCAY,ZEYTINLIK,6839,MUSTAKIL PARSEL,350.0,3.0,1,0,0,0,1,1,0,0
2066,115000,BALIKESIR,ALTIEYLUL,AKCAKOY,TARLA,2700,MUSTAKIL PARSEL,294.6666666666667,647.5714285714286,1,0,0,0,1,1,0,0
2067,295000,CANAKKALE,MERKEZ,ERENKOY,I_K,340,MUSTAKIL PARSEL,722.3333333333334,38.0,1,0,0,0,1,1,0,0
2068,215000,HATAY,DEFNE,BALLIOZ,I_K,528,MUSTAKIL PARSEL,473.0,3.0,0,0,1,0,1,0,1,0
2071,75000,KAYSERI,PINARBASI,EMEGIL,TARLA,7600,MUSTAKIL PARSEL,119.0,22.5,0,1,0,0,1,0,0,1
2075,225000,SINOP,GERZE,BOYALI,M_A,4000,MUSTAKIL PARSEL,5268.915384615384,2.0,0,1,0,0,1,0,0,1
2076,165000,IZMIR,MENDERES,GOLOVA,I_K,605,MUSTAKIL PARSEL,516.95,7.4,0,0,1,0,1,0,1,0
2077,365000,BALIKESIR,AYVALIK,NAMIK KEMAL,ZEYTINLIK,3815,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
2078,195000,HATAY,DEFNE,BALLIOZ,I_K,452,MUSTAKIL PARSEL,498.0,12.0,0,0,1,0,1,0,1,0
2080,360000,CANAKKALE,BIGA,IDRISKORU,I_K,600,MUSTAKIL PARSEL,604.6363636363636,18.0,0,0,1,0,1,0,1,0
2081,750000,TRABZON,AKCAABAT,YILDIZLI,I_K,1064,MUSTAKIL PARSEL,517.0,5.0,1,0,0,0,1,1,0,0
2082,97000,BALIKESIR,BURHANIYE,YABANCILAR,I_K,600,MUSTAKIL PARSEL,604.6363636363636,3.0,1,0,0,0,1,1,0,0
2083,365000,AMASYA,SULUOVA,YOLPINAR,I_S,13923,MUSTAKIL PARSEL,26.0,89.66666666666667,1,0,0,0,1,0,1,0
2085,480000,IZMIR,SELCUK,SIRINCE,BAHCE,4831,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
2086,785000,MUGLA,MENTESE,SARNIC,K_T,1350,MUSTAKIL PARSEL,49.166666666666664,23.75,1,0,0,1,0,1,0,0
2088,160000,KOCAELI,KARAMURSEL,AVCIKOY,BAHCE,723,MUSTAKIL PARSEL,221.0,5.0,0,0,1,0,1,0,1,0
2089,135000,TEKIRDAG,SARAY,BEYAZKOY,BAHCE,1500,MUSTAKIL PARSEL,4296.848484848485,285.71794871794873,0,0,1,0,1,0,1,0
2090,155000,CANAKKALE,MERKEZ,OZBEK,TARLA,1500,MUSTAKIL PARSEL,4296.848484848485,41.0,1,0,0,0,1,0,1,0
2091,385000,YALOVA,CIFTLIKKOY,ILYASKOY (YUKARI),TARLA,3336,MUSTAKIL PARSEL,115.0,89.66666666666667,1,0,0,0,1,0,1,0
2092,450000,KOCAELI,KARAMURSEL,KAYACIK,I_K,935,MUSTAKIL PARSEL,516.95,89.66666666666667,0,1,0,0,1,0,1,0
2096,110000,IZMIR,MENDERES,YENIKOY,TARLA,400,HISSELI TAPU,516.95,288.86206896551727,0,1,0,0,1,0,0,1
2100,225000,IZMIR,KEMALPASA,YUKARIKIZILCA MERKEZ,I_K,289,MUSTAKIL PARSEL,260.0,133.25,0,0,1,0,1,0,1,0
2101,515000,BALIKESIR,GONEN,KURTULUS,TARLA,11350,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
2103,1430000,BURSA,NILUFER,KAYAPA,I_S,1301,MUSTAKIL PARSEL,516.95,3.0,0,0,1,0,1,0,1,0
2104,245000,TEKIRDAG,SARKOY,KIZILCATERZI,I_K,493,MUSTAKIL PARSEL,496.0,1.0,0,0,1,0,1,0,1,0
2106,325000,YALOVA,ALTINOVA,KAYTAZDERE (KAYTAZDERE),I_K,400,MUSTAKIL PARSEL,516.95,288.86206896551727,0,0,1,0,1,0,1,0
2107,960000,MUGLA,MENTESE,ORTAKOY,K_T,600,MUSTAKIL PARSEL,1600.0,300.0,0,0,1,0,1,0,1,0
2108,875000,ANTALYA,KUMLUCA,YAZIR,M_A,7292,MUSTAKIL PARSEL,900.0,89.66666666666667,0,0,1,0,1,0,1,0
2109,290000,MERSIN(ICEL),TARSUS,GULEK,I_K,740,MUSTAKIL PARSEL,111.0,12.0,0,0,1,0,1,0,0,1
2110,525000,ISTANBUL,SILIVRI,SELIMPASA,I_K,511,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
2112,650000,ISTANBUL,SILIVRI,AKOREN,TARLA,6900,MUSTAKIL PARSEL,86.0,7.0,0,0,1,0,1,1,0,0
2115,320000,IZMIR,MENDERES,OGLANANASI ATATURK,I_K,500,MUSTAKIL PARSEL,3848.1353333333336,297.949494949495,0,0,1,0,1,0,1,0
2118,1500000,SIVAS,MERKEZ,EMEK,BAHCE,5800,MUSTAKIL PARSEL,607.5,509.0,0,1,0,0,1,0,1,0
2119,550000,AYDIN,CINE,DORUMLAR,ZEYTINLIK,18000,MUSTAKIL PARSEL,1654.1666666666667,205.25,1,0,0,0,1,0,1,0
2120,48000,BALIKESIR,GONEN,KURTULUS,I_K,500,MUSTAKIL PARSEL,3848.1353333333336,297.949494949495,1,0,0,0,1,0,1,0
2121,135000,CANAKKALE,GELIBOLU,EVRESE (CESME),M_A,1014,MUSTAKIL PARSEL,135.0,1.0,1,0,0,0,1,1,0,0
2122,150000,AYDIN,KUSADASI,KARAOVA,I_K,164,MUSTAKIL PARSEL,914.0,1.0,0,0,1,0,1,0,1,0
2124,1950000,SAKARYA,SERDIVAN,VATAN,I_K,1618,KAT MULKIYETI,516.95,89.66666666666667,1,0,0,0,1,1,0,0
2126,28000,KIRKLARELI,KOFCAZ,YUKARIKANARA,TARLA,2204,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
2127,65000,CANAKKALE,BIGA,BAHCELI,I_K,295,MUSTAKIL PARSEL,834.5714285714286,259.0,1,0,0,1,0,0,1,0
2128,55000,KIRKLARELI,LULEBURGAZ,OVACIK,CIFTLIK,777,MUSTAKIL PARSEL,400.0,89.66666666666667,1,0,0,0,1,1,0,0
2129,44000,VAN,TUSBA,MOLLAKASIM,TARLA,450,HISSELI TAPU,668.5,562.0,0,1,0,0,1,1,0,0
2130,155000,KOCAELI,KARAMURSEL,YALAKDERE,BAHCE,1806,MUSTAKIL PARSEL,85.0,93.0,0,0,1,0,1,0,1,0
2131,165000,BURSA,NILUFER,TAHTALI,BAHCE,270,MUSTAKIL PARSEL,500.0,1.0,0,0,1,0,1,1,0,0
2133,35000,MERSIN(ICEL),YENISEHIR,DEGIRMENCAY,BAHCE,100,MUSTAKIL PARSEL,304.5,126.44444444444444,1,0,0,1,0,1,0,0
2134,500000,MANISA,TURGUTLU,OSMANCIK,BAHCE,984,MUSTAKIL PARSEL,500.0,89.66666666666667,0,0,1,0,1,0,1,0
2135,340000,MERSIN(ICEL),SILIFKE,ATAKENT,I_K,1038,MUSTAKIL PARSEL,516.95,55.666666666666664,0,0,1,0,1,0,1,0
2136,270000,MUGLA,MENTESE,KUYUCAK,TARLA,5798,MUSTAKIL PARSEL,46.0,89.66666666666667,0,0,1,0,1,0,0,1
2137,66500,BALIKESIR,IVRINDI,GOKCEYAZI,TARLA,1580,MUSTAKIL PARSEL,516.95,511.4,1,0,0,0,1,1,0,0
2138,235000,CANAKKALE,EZINE,ULUKOY,TARLA,7500,MUSTAKIL PARSEL,3517.7,6.0,1,0,0,1,0,0,1,0
2139,300000,IZMIR,KEMALPASA,85 YIL CUMHURIYET,M_A,1410,MUSTAKIL PARSEL,180.0,830.0,0,0,1,0,1,0,0,1
2140,250000,ANTALYA,MURATPASA,CAGLAYAN,M_A,212,KAT MULKIYETI,516.95,89.66666666666667,1,0,0,0,1,1,0,0
2141,460000,ISTANBUL,SILIVRI,GUMUSYAKA,I_K,1032,MUSTAKIL PARSEL,445.0,7.0,0,0,1,0,1,0,1,0
2142,60000,BALIKESIR,BURHANIYE,DUTLUCA,ZEYTINLIK,437,MUSTAKIL PARSEL,800.0,1.0,1,0,0,0,1,1,0,0
2143,240000,MUGLA,MARMARIS,TASLICA,TARLA,2080,MUSTAKIL PARSEL,100.0,862.0,0,0,1,0,1,0,1,0
2146,120000,DENIZLI,BAKLAN,BOGAZICI,TARLA,10500,MUSTAKIL PARSEL,338.7142857142857,205.8181818181818,1,0,0,1,0,1,0,0
2147,250000,ANTALYA,KUMLUCA,KUZCA,TARLA,5250,MUSTAKIL PARSEL,48.0,51.5,1,0,0,0,1,1,0,0
2148,220000,MUGLA,MENTESE,YERKESIK,ZEYTINLIK,6978,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,0,1
2149,60000,ISTANBUL,SILIVRI,BALABAN,I_K,250,HISSELI TAPU,7351.9047619047615,623.4848484848485,0,1,0,0,1,0,0,1
2150,470000,BALIKESIR,EDREMIT,NARLI,I_K,364,MUSTAKIL PARSEL,1263.0,12.0,0,1,0,0,1,1,0,0
2151,1570000,BURSA,MUDANYA,ISIKLI,ZEYTINLIK,11370,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
2153,850000,KOCAELI,KARAMURSEL,HAYRIYE,TARLA,9340,MUSTAKIL PARSEL,284.0,89.66666666666667,1,0,0,0,1,1,0,0
2154,250000,IZMIR,BAYINDIR,YAKAPINAR,ZEYTINLIK,5500,HISSELI TAPU,4148.166666666667,767.4285714285714,0,1,0,0,1,1,0,0
2155,435000,IZMIR,BERGAMA,KARAVELILER,CIFTLIK,16100,MUSTAKIL PARSEL,420.0,575.0,1,0,0,0,1,0,1,0
2156,280000,TEKIRDAG,SULEYMANPASA,BARBAROS,I_K,560,MUSTAKIL PARSEL,11435.5,303.9230769230769,1,0,0,0,1,0,1,0
2157,1040000,KAYSERI,MELIKGAZI,ERENKOY,I_K,1203,MUSTAKIL PARSEL,62.0,89.66666666666667,1,0,0,0,1,1,0,0
2162,180000,BOLU,MERKEZ,YENISEFA,TARLA,2250,MUSTAKIL PARSEL,80.0,123.16666666666667,0,0,1,0,1,0,0,1
2163,125000,ANKARA,GOLBASI,AHIBOZ,M_A,1027,MUSTAKIL PARSEL,103.0,6.0,0,0,1,0,1,0,1,0
2164,663000,SAKARYA,KARASU,INCILLI,I_K,442,MUSTAKIL PARSEL,610.0,2.3333333333333335,0,0,1,0,1,0,1,0
2165,700000,IZMIR,DIKILI,KABAKUM,BAHCE,6000,MUSTAKIL PARSEL,9529.823999999999,477.9259259259259,1,0,0,0,1,0,1,0
2166,230000,BURSA,MUDANYA,YAMAN,TARLA,5728,MUSTAKIL PARSEL,516.95,39.0,0,0,1,0,1,1,0,0
2167,70000,BALIKESIR,ERDEK,BALLIPINAR,TARLA,212,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,1,0,0
2170,1300000,IZMIR,TORBALI,ERTUGRUL,I_K,510,MUSTAKIL PARSEL,2500.0,437.2,0,0,1,0,1,0,1,0
2171,550000,IZMIR,URLA,UZUNKUYU,I_K,500,MUSTAKIL PARSEL,3848.1353333333336,297.949494949495,0,0,1,0,1,0,1,0
2172,1500000,ANKARA,GOLBASI,KARAOGLAN,I_S,5000,MUSTAKIL PARSEL,300.0,7.0,0,0,1,0,1,0,1,0
2173,650000,ANKARA,CUBUK,KIZILCA,TARLA,5900,MUSTAKIL PARSEL,110.0,3.0,0,1,0,1,0,0,1,0
2174,150000,BURSA,NILUFER,GUNGOREN,TARLA,1162,MUSTAKIL PARSEL,516.95,102.0,0,0,1,0,1,1,0,0
2175,475000,IZMIR,KEMALPASA,DEREKOY,BAHCE,8500,MUSTAKIL PARSEL,18329.272727272728,2.5,0,0,1,0,1,0,1,0
2176,1500000,IZMIR,KARABURUN,SARPINCIK,TARLA,11500,MUSTAKIL PARSEL,84.91666666666667,802.0,0,0,1,0,1,1,0,0
2178,1800000,BURSA,MUDANYA,OMERBEY,ZEYTINLIK,7507,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
2179,200000,TEKIRDAG,SULEYMANPASA,ZAFER,BAHCE,5000,MUSTAKIL PARSEL,11111.59142857143,544.2083333333334,1,0,0,0,1,1,0,0
2181,745000,MUGLA,ORTACA,YESILYURT,TARLA,13650,MUSTAKIL PARSEL,500.0,18.0,0,1,0,0,1,0,1,0
2185,200000,BARTIN,MERKEZ,UZUNOZ,I_K,1301,MUSTAKIL PARSEL,516.95,10.0,1,0,0,0,1,0,1,0
2186,600000,AYDIN,INCIRLIOVA,DEREAGZI,BAHCE,600,MUSTAKIL PARSEL,604.6363636363636,300.0,1,0,0,0,1,1,0,0
2187,170000,MUGLA,MILAS,HASANLAR,I_K,1268,MUSTAKIL PARSEL,1150.0,89.66666666666667,1,0,0,1,0,1,0,0
2188,329000,SAMSUN,BAFRA,FEVZI CAKMAK,I_K,629,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,1,0,0,1,0
2190,1250000,ANTALYA,KEPEZ,AYANOGLU,K_T,970,MUSTAKIL PARSEL,295.0,18.0,0,0,1,0,1,0,1,0
2191,200000,ISTANBUL,SILIVRI,GUMUSYAKA,I_K,240,MUSTAKIL PARSEL,360.75,48.857142857142854,0,1,0,0,1,0,1,0
2193,800000,TRABZON,BESIKDUZU,AKKESE,BAHCE,4000,MUSTAKIL PARSEL,5268.915384615384,264.3611111111111,1,0,0,0,1,1,0,0
2194,295000,BALIKESIR,SUSURLUK,YAGCI,TARLA,9600,BILINMIYOR,32.0,825.0,1,0,0,0,1,1,0,0
2197,1100000,KOCAELI,KARTEPE,UZUNTARLA,TARLA,6074,MUSTAKIL PARSEL,516.95,112.0,0,0,1,0,1,0,0,1
2198,230000,CANAKKALE,LAPSEKI,UMURBEY (UMURBEY),I_K,219,MUSTAKIL PARSEL,516.95,894.0,0,1,0,1,0,0,1,0
2200,549000,BURDUR,MERKEZ,BAGLAR,TARLA,7423,MUSTAKIL PARSEL,60.0,31.0,0,1,0,0,1,0,0,1
2201,890000,ANTALYA,KAS,BEZIRGAN,T_A,2100,MUSTAKIL PARSEL,557.25,159.0,0,1,0,0,1,0,1,0
2202,200000,MUGLA,MENTESE,KOTEKLI,TARLA,12550,MUSTAKIL PARSEL,516.95,7.0,0,1,0,0,1,0,1,0
2204,60000,BALIKESIR,ALTIEYLUL,YESILYURT,I_K,605,MUSTAKIL PARSEL,516.95,6.0,0,0,1,0,1,0,1,0
2205,1925000,BALIKESIR,AYVALIK,KAZIM KARABEKIR,TARLA,10070,MUSTAKIL PARSEL,516.95,35.0,0,0,1,0,1,0,1,0
2206,432000,CANAKKALE,GELIBOLU,ADILHAN,TARLA,7200,MUSTAKIL PARSEL,60.0,1.0,1,0,0,0,1,1,0,0
2207,330000,EDIRNE,MERKEZ,KUCUKDOLLUK,TARLA,8020,MUSTAKIL PARSEL,41.0,514.0,0,0,1,0,1,0,1,0
2208,800000,KARAMAN,MERKEZ,BOYALI,BAHCE,18600,MUSTAKIL PARSEL,168.0,89.66666666666667,0,0,1,0,1,0,1,0
2210,880000,RIZE,MERKEZ,DAGSU,BAHCE,1780,MUSTAKIL PARSEL,1.35,3.0,0,0,1,1,0,0,1,0
2211,1300000,KOCAELI,IZMIT,ORHANIYE,BAHCE,6800,MUSTAKIL PARSEL,36689.0,53.0,0,0,1,0,1,0,1,0
2212,450000,IZMIR,MENEMEN,KIR,BAHCE,1820,MUSTAKIL PARSEL,1500.0,89.66666666666667,0,0,1,0,1,1,0,0
2213,199000,DUZCE,MERKEZ,BOGAZICI (DOKUZPINAR),BAHCE,5261,MUSTAKIL PARSEL,39.0,69.0,0,1,0,0,1,0,1,0
2214,80000,BURSA,NILUFER,UNCUKURU,TARLA,1072,MUSTAKIL PARSEL,516.95,828.0,0,0,1,0,1,0,0,1
2215,650000,KOCAELI,DERINCE,CINARLI,I_K,558,MUSTAKIL PARSEL,1165.0,8.0,0,0,1,0,1,0,1,0
2216,775000,ANTALYA,KEMER,KIRIS,I_K,1065,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,1,0,0,1,0
2218,60000,AMASYA,SULUOVA,YOLPINAR,TARLA,1390,MUSTAKIL PARSEL,43.0,15.5,1,0,0,0,1,0,1,0
2219,175000,BALIKESIR,GONEN,MALKOC,TARLA,5000,MUSTAKIL PARSEL,11111.59142857143,544.2083333333334,1,0,0,0,1,1,0,0
2221,72000,HATAY,ARSUZ,ISIKLI,I_K,270,MUSTAKIL PARSEL,842.375,642.9,0,0,1,0,1,0,1,0
2222,1370000,BALIKESIR,BURHANIYE,BOREZLI,ZEYTINLIK,16460,MUSTAKIL PARSEL,516.95,89.66666666666667,0,1,0,0,1,0,1,0
2224,335000,ANTALYA,AKSU,KARACALLI,M_A,347,MUSTAKIL PARSEL,550.0,5.0,1,0,0,0,1,1,0,0
2225,950000,AYDIN,EFELER,UMURLU,TARLA,10500,MUSTAKIL PARSEL,338.7142857142857,205.8181818181818,0,1,0,0,1,0,1,0
2229,420000,KIRKLARELI,LULEBURGAZ,KARAAGAC,BAHCE,1500,MUSTAKIL PARSEL,4296.848484848485,285.71794871794873,1,0,0,0,1,1,0,0
2230,250000,BURSA,MUSTAFAKEMALPASA,DEMIRDERE,TARLA,10000,MUSTAKIL PARSEL,30000.0,365.0,0,1,0,0,1,0,1,0
2231,1300000,ELAZIG,MERKEZ,SARICUBUK,TARLA,9000,HISSELI TAPU,1.0,1.0,0,0,1,0,1,1,0,0
2232,85000,ANKARA,GOLBASI,MAHMATLIBAHCE,TARLA,532,HISSELI TAPU,1622.95,2.0,0,0,1,0,1,1,0,0
2233,76000,KIRKLARELI,LULEBURGAZ,CELALIYE,I_K,394,MUSTAKIL PARSEL,1237.5,39.833333333333336,0,1,0,0,1,1,0,0
2235,1550000,ISTANBUL,SILIVRI,SELIMPASA,I_K,1015,MUSTAKIL PARSEL,516.95,4.0,0,0,1,0,1,0,1,0
2236,69900,ISTANBUL,SILIVRI,BALABAN,I_K,268,HISSELI TAPU,516.95,89.66666666666667,0,1,0,0,1,0,0,1
2237,620000,ANTALYA,KEPEZ,AYDOGMUS,K_T,580,MUSTAKIL PARSEL,40885.125,7.666666666666667,0,0,1,0,1,0,1,0
2238,600000,MANISA,SEHZADELER,SANCAKLIBOZKOY,TARLA,13300,MUSTAKIL PARSEL,97.6,31.8,0,1,0,0,1,0,1,0
2240,315000,BOLU,MERKEZ,GOVEM,TARLA,9848,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
2241,85000,ORDU,UNYE,GUZELYALI,M_A,202,HISSELI TAPU,1.0,1.0,0,0,1,0,1,1,0,0
2242,420000,ANTALYA,KUMLUCA,MAVIKENT,T_A,391,HISSELI TAPU,400.0,2.0,0,0,1,0,1,0,1,0
2243,400000,KOCAELI,GOLCUK,ULASLI YALI,I_K,580,MUSTAKIL PARSEL,690.0,1.0,0,0,1,1,0,1,0,0
2245,600000,HATAY,ARSUZ,ASAGI KEPIRCE,I_K,1229,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
2246,150000,ISTANBUL,SILIVRI,MIMAR SINAN,I_K,300,MUSTAKIL PARSEL,500.0,1.0,0,1,0,0,1,0,1,0
2248,1750000,TRABZON,ARSIN,YESILYALI,I_K,877,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
2250,395000,KARAMAN,MERKEZ,KOZLUBUCAK,BAHCE,10000,MUSTAKIL PARSEL,4065.548387096774,287.3333333333333,0,0,1,1,0,0,1,0
2251,450000,SINOP,MERKEZ,ORDU,I_K,550,MUSTAKIL PARSEL,536.8571428571429,28.0,0,0,1,0,1,0,1,0
2253,435000,KOCAELI,KORFEZ,BELEN,M_A,787,MUSTAKIL PARSEL,572.0,89.66666666666667,0,0,1,0,1,0,1,0
2254,345000,ANTALYA,ALANYA,ASMACA,TARLA,1577,MUSTAKIL PARSEL,516.95,2.0,0,1,0,0,1,0,1,0
2256,61000,KONYA,MERAM,BAYAT,I_K,551,MUSTAKIL PARSEL,110.0,4.0,0,0,1,0,1,0,0,1
2258,230000,BALIKESIR,GONEN,BAYRAMIC,M_A,2800,MUSTAKIL PARSEL,252.0,585.5,0,1,0,1,0,0,1,0
2259,33500,KONYA,MERAM,BAYAT,TARLA,618,HISSELI TAPU,48.0,25.0,0,0,1,0,1,0,0,1
2261,1080000,KOCAELI,KARTEPE,KETENCILER,TARLA,8640,MUSTAKIL PARSEL,125.0,28.0,0,0,1,0,1,0,1,0
2263,1400000,BALIKESIR,EDREMIT,ALTINOLUK,I_K,455,ARSA,1045.75,347.3333333333333,0,0,1,0,1,1,0,0
2264,650000,MUGLA,MARMARIS,CAMLI,TARLA,1340,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
2265,200000,MANISA,TURGUTLU,DERBENT,BAHCE,2440,MUSTAKIL PARSEL,156.0,35.333333333333336,1,0,0,1,0,1,0,0
2266,450000,MUGLA,MILAS,KULTAK,TARLA,1711,MUSTAKIL PARSEL,516.95,89.66666666666667,1,0,0,0,1,1,0,0
2267,45700,ANKARA,SINCAN,ALAGOZ,I_K,254,MUSTAKIL PARSEL,578.5,3.875,1,0,0,1,0,1,0,0
2268,100000,IZMIR,MENEMEN,BAGCILAR,BAG,1750,MUSTAKIL PARSEL,1122.6666666666667,280.6,1,0,0,0,1,1,0,0
2270,130000,ANKARA,CANKAYA,DODURGA,I_K,200,HISSELI TAPU,650.0,1.0,0,0,1,0,1,0,1,0
2271,380000,AFYONKARAHISAR,MERKEZ,SARAYDUZU (SARAYDUZU CAYIRI),TARLA,1937,HISSELI TAPU,516.95,89.66666666666667,0,0,1,0,1,0,0,1
2272,175000,BURSA,INEGOL,HAMZABEY,I_K,678,MUSTAKIL PARSEL,258.0,412.0,0,1,0,0,1,0,1,0
2273,650000,KOCAELI,KANDIRA,EGERCILI,TARLA,17500,MUSTAKIL PARSEL,35.0,38.0,0,0,1,0,1,0,1,0
2274,630000,ELAZIG,MERKEZ,YEMISLIK,S_A,5400,MUSTAKIL PARSEL,1.0,1.0,0,0,1,0,1,1,0,0
2275,650000,ANKARA,GOLBASI,HACILAR,BAHCE,3000,MUSTAKIL PARSEL,589.6111111111111,364.4871794871795,0,0,1,0,1,0,0,1
2277,50000,KAYSERI,INCESU,HAMURCU,M_A,670,MUSTAKIL PARSEL,75.0,12.0,0,1,0,1,0,0,1,0
